Model ID,English Name,Chinese Name,System
FJ2041,right anterior segmental artery,右肾前段动脉,cardiovascular
FJ2042,superior segmental branch of right renal artery,右肾上段动脉,cardiovascular
FJ2043,inferior segmental branch of right renal artery,右肾下段动脉,cardiovascular
FJ2044,right anterior segmental artery,右肾前段动脉,cardiovascular
FJ2045,posterior segmental branch of right renal artery,右肾后段动脉,cardiovascular
FJ2046,left renal artery,左肾动脉,cardiovascular
FJ2049,inferior segmental branch of left renal artery,左肾下段动脉,cardiovascular
FJ2052,superior segmental branch of left renal artery,左肾上段动脉,cardiovascular
FJ2053,posterior segmental branch of left renal artery,左肾后段动脉,cardiovascular
FJ2054,posterior segmental branch of left renal artery,左肾后段动脉,cardiovascular
FJ2055,right dorsalis pedis artery,右足背动脉,cardiovascular
FJ2056,subdivision of inferior vena caval tree,下腔静脉系分支,cardiovascular
FJ2057,descending branch of right lateral circumflex femoral artery,右旋股外侧动脉降支,cardiovascular
FJ2058,trunk of branch of external iliac artery,髂外动脉分支干,cardiovascular
FJ2059,dorsal venous arch of left foot,左足背静脉弓,cardiovascular
FJ2060,dorsal venous arch of left foot,左足背静脉弓,cardiovascular
FJ2061,dorsal venous arch of right foot,右足背静脉弓,cardiovascular
FJ2062,dorsal venous arch of right foot,右足背静脉弓,cardiovascular
FJ2063,descending branch of left lateral circumflex femoral artery,左旋股外侧动脉降支,cardiovascular
FJ2064,trunk of branch of external iliac artery,髂外动脉分支干,cardiovascular
FJ2065,left anterior tibial artery,左胫前动脉,cardiovascular
FJ2066,left anterior tibial recurrent artery,左胫前返动脉,cardiovascular
FJ2067,left arcuate artery,左弓状动脉,cardiovascular
FJ2068,left deep plantar artery,左足底深动脉,cardiovascular
FJ2069,left descending genicular artery,左膝降动脉,cardiovascular
FJ2072,subdivision of anterior tibial artery,胫前动脉分支,cardiovascular
FJ2073,left dorsalis pedis artery,左足背动脉,cardiovascular
FJ2074,left femoral artery,左股动脉,cardiovascular
FJ2076,left inferior lateral genicular artery,左膝下外侧动脉,cardiovascular
FJ2077,left inferior medial genicular artery,左膝下内侧动脉,cardiovascular
FJ2078,left lateral circumflex femoral artery,左旋股外侧动脉,cardiovascular
FJ2079,left lateral plantar artery,左足底外侧动脉,cardiovascular
FJ2080,left lateral superior genicular artery,左膝上外侧动脉,cardiovascular
FJ2081,left lateral tarsal artery,左外侧跗动脉,cardiovascular
FJ2082,left medial plantar artery,左足底内侧动脉,cardiovascular
FJ2083,left medial superior genicular artery,左膝上内侧动脉,cardiovascular
FJ2084,left middle genicular artery,左膝中动脉,cardiovascular
FJ2085,left plantar arch,左足底弓,cardiovascular
FJ2086,left popliteal artery,左腘动脉,cardiovascular
FJ2087,left posterior tibial artery,左胫后动脉,cardiovascular
FJ2089,left superficial medial plantar artery,左足底内侧浅动脉,cardiovascular
FJ2091,set of calcaneal branches of posterior tibial artery,胫后动脉跟骨支 (一组),cardiovascular
FJ2096,subdivision of posterior tibial artery,胫后动脉分支,cardiovascular
FJ2097,left anterior tibial vein,左胫前静脉,cardiovascular
FJ2099,left deep femoral vein,左股深静脉,cardiovascular
FJ2100,set of perforating veins,穿静脉 (一组),cardiovascular
FJ2102,left femoral vein,左股静脉,cardiovascular
FJ2103,left great saphenous vein,左大隐静脉,cardiovascular
FJ2107,left genicular vein,左膝静脉,cardiovascular
FJ2108,left genicular vein,左膝静脉,cardiovascular
FJ2113,subdivision of inferior vena caval tree,下腔静脉系分支,cardiovascular
FJ2115,subdivision of inferior vena caval tree,下腔静脉系分支,cardiovascular
FJ2117,left popliteal vein,左腘静脉,cardiovascular
FJ2118,left posterior tibial vein,左胫后静脉,cardiovascular
FJ2119,set of perforating veins,穿静脉 (一组),cardiovascular
FJ2120,set of plantar digital veins,足底趾静脉 (一组),cardiovascular
FJ2121,left small saphenous vein,左小隐静脉,cardiovascular
FJ2122,left superficial epigastric vein,左腹壁浅静脉,cardiovascular
FJ2124,left genicular vein,左膝静脉,cardiovascular
FJ2125,left genicular vein,左膝静脉,cardiovascular
FJ2128,plantar venous arch of left foot,左足底静脉弓,cardiovascular
FJ2129,plantar venous arch of right foot,右足底静脉弓,cardiovascular
FJ2130,right anterior tibial artery,右胫前动脉,cardiovascular
FJ2131,right anterior tibial recurrent artery,右胫前返动脉,cardiovascular
FJ2132,right anterior tibial vein,右胫前静脉,cardiovascular
FJ2133,right arcuate artery,右弓状动脉,cardiovascular
FJ2135,right deep femoral vein,右股深静脉,cardiovascular
FJ2136,right deep plantar artery,右足底深动脉,cardiovascular
FJ2137,right descending genicular artery,右膝降动脉,cardiovascular
FJ2138,set of perforating veins,穿静脉 (一组),cardiovascular
FJ2141,subdivision of anterior tibial artery,胫前动脉分支,cardiovascular
FJ2143,right femoral artery,右股动脉,cardiovascular
FJ2144,right femoral vein,右股静脉,cardiovascular
FJ2145,right great saphenous vein,右大隐静脉,cardiovascular
FJ2150,right inferior lateral genicular artery,右膝下外侧动脉,cardiovascular
FJ2151,right genicular vein,右膝静脉,cardiovascular
FJ2152,right inferior medial genicular artery,右膝下内侧动脉,cardiovascular
FJ2153,right genicular vein,右膝静脉,cardiovascular
FJ2158,right lateral circumflex femoral artery,右旋股外侧动脉,cardiovascular
FJ2159,right lateral plantar artery,右足底外侧动脉,cardiovascular
FJ2160,subdivision of inferior vena caval tree,下腔静脉系分支,cardiovascular
FJ2162,right lateral superior genicular artery,右膝上外侧动脉,cardiovascular
FJ2163,right lateral tarsal artery,右外侧跗动脉,cardiovascular
FJ2164,right medial plantar artery,右足底内侧动脉,cardiovascular
FJ2165,subdivision of inferior vena caval tree,下腔静脉系分支,cardiovascular
FJ2166,right medial superior genicular artery,右膝上内侧动脉,cardiovascular
FJ2167,right middle genicular artery,右膝中动脉,cardiovascular
FJ2169,right plantar arch,右足底弓,cardiovascular
FJ2170,right popliteal artery,右腘动脉,cardiovascular
FJ2171,right popliteal vein,右腘静脉,cardiovascular
FJ2172,right posterior tibial artery,右胫后动脉,cardiovascular
FJ2173,right posterior tibial vein,右胫后静脉,cardiovascular
FJ2174,set of perforating veins,穿静脉 (一组),cardiovascular
FJ2175,set of plantar digital veins,足底趾静脉 (一组),cardiovascular
FJ2176,right small saphenous vein,右小隐静脉,cardiovascular
FJ2178,right superficial epigastric vein,右腹壁浅静脉,cardiovascular
FJ2179,right superficial medial plantar artery,右足底内侧浅动脉,cardiovascular
FJ2181,right genicular vein,右膝静脉,cardiovascular
FJ2182,right genicular vein,右膝静脉,cardiovascular
FJ2183,left anterior tibial vein,左胫前静脉,cardiovascular
FJ2184,left fibular vein,左腓静脉,cardiovascular
FJ2185,set of dorsal digital veins,足背趾静脉 (一组),cardiovascular
FJ2186,tributary of deep palmar venous arch,掌深静脉弓属支,cardiovascular
FJ2187,left fibular vein,左腓静脉,cardiovascular
FJ2188,left lateral circumflex femoral vein,左旋股外侧静脉,cardiovascular
FJ2189,left medial circumflex femoral vein,左旋股内侧静脉,cardiovascular
FJ2190,right fibular vein,右腓静脉,cardiovascular
FJ2191,subdivision of inferior vena caval tree,下腔静脉系分支,cardiovascular
FJ2192,set of perforating veins,穿静脉 (一组),cardiovascular
FJ2193,right anterior tibial vein,右胫前静脉,cardiovascular
FJ2194,right fibular vein,右腓静脉,cardiovascular
FJ2195,set of calcaneal branches of posterior tibial artery,胫后动脉跟骨支 (一组),cardiovascular
FJ2198,set of dorsal digital veins,足背趾静脉 (一组),cardiovascular
FJ2199,tributary of deep palmar venous arch,掌深静脉弓属支,cardiovascular
FJ2200,right fibular vein,右腓静脉,cardiovascular
FJ2201,right lateral circumflex femoral vein,右旋股外侧静脉,cardiovascular
FJ2202,right medial circumflex femoral vein,右旋股内侧静脉,cardiovascular
FJ2206,subdivision of posterior tibial artery,胫后动脉分支,cardiovascular
FJ2207,subdivision of inferior vena caval tree,下腔静脉系分支,cardiovascular
FJ2208,tributary of superficial external pudendal vein,阴部外浅静脉属支,cardiovascular
FJ2209,right inferior thyroid artery,右甲状腺下动脉,cardiovascular
FJ2210,left inferior thyroid artery,左甲状腺下动脉,cardiovascular
FJ2211,acromial branch of left thoraco-acromial artery,左胸肩峰动脉肩峰支,cardiovascular
FJ2212,left anterior circumflex humeral artery,左旋肱前动脉,cardiovascular
FJ2213,left anterior circumflex humeral vein,左旋肱前静脉,cardiovascular
FJ2214,left anterior interosseous artery,左骨间前动脉,cardiovascular
FJ2215,left inferior ulnar collateral artery,左尺侧下副动脉,cardiovascular
FJ2216,left axillary artery,左腋动脉,cardiovascular
FJ2217,left axillary vein,左腋静脉,cardiovascular
FJ2218,left basilic vein,左贵要静脉,cardiovascular
FJ2219,left brachial artery,左肱动脉,cardiovascular
FJ2220,left cephalic vein,左头静脉,cardiovascular
FJ2221,left circumflex scapular artery,左旋肩胛动脉,cardiovascular
FJ2222,left circumflex scapular vein,左旋肩胛静脉,cardiovascular
FJ2223,left common interosseous artery,左骨间总动脉,cardiovascular
FJ2224,left costocervical trunk,左肋颈干,cardiovascular
FJ2225,left deep brachial artery,左肱深动脉,cardiovascular
FJ2226,left deep cervical artery,左颈深动脉,cardiovascular
FJ2227,left deep palmar arch,左掌深弓,cardiovascular
FJ2228,dorsal venous network of left hand,左手背静脉网,cardiovascular
FJ2229,left deep palmar venous arch,左掌深静脉弓,cardiovascular
FJ2230,deltoid branch of left thoraco-acromial artery,左胸肩峰动脉三角肌支,cardiovascular
FJ2231,dorsal carpal branch of left radial artery,左桡动脉腕背支,cardiovascular
FJ2232,left dorsal scapular artery,左肩胛背动脉,cardiovascular
FJ2233,left lateral thoracic vein,左胸外侧静脉,cardiovascular
FJ2234,left median antebrachial vein,左前臂正中静脉,cardiovascular
FJ2235,left median cubital vein,左肘正中静脉,cardiovascular
FJ2236,left dorsal carpal branch of ulnar artery,左尺动脉腕背支,cardiovascular
FJ2237,left palmar metacarpal artery,左掌骨动脉,cardiovascular
FJ2238,left palmar metacarpal vein,左掌骨静脉,cardiovascular
FJ2239,left posterior circumflex humeral artery,左旋肱后动脉,cardiovascular
FJ2240,left posterior circumflex humeral artery,左旋肱后动脉,cardiovascular
FJ2241,left posterior ulnar recurrent artery,左尺返后动脉,cardiovascular
FJ2242,left radial artery,左桡动脉,cardiovascular
FJ2243,left radial recurrent artery,左桡返动脉,cardiovascular
FJ2244,left radial vein,左桡静脉,cardiovascular
FJ2245,left recurrent interosseous artery,左骨间返动脉,cardiovascular
FJ2246,left subscapular artery,左肩胛下动脉,cardiovascular
FJ2247,left subscapular vein,左肩胛下静脉,cardiovascular
FJ2248,left superficial palmar arterial arch,左掌浅弓,cardiovascular
FJ2249,left superficial palmar venous arch,左掌浅静脉弓,cardiovascular
FJ2250,left suprascapular vein,左肩胛上静脉,cardiovascular
FJ2251,left suprascapular artery,左肩胛上动脉,cardiovascular
FJ2252,trunk of left thoraco-acromial artery,左胸肩峰动脉干,cardiovascular
FJ2253,left thoracodorsal artery,左胸背动脉,cardiovascular
FJ2254,left thoracodorsal vein,左胸背静脉,cardiovascular
FJ2255,left thyrocervical trunk,左甲状颈干,cardiovascular
FJ2256,left superficial cervical artery,左颈浅动脉,cardiovascular
FJ2257,left transverse cervical artery,左颈横动脉,cardiovascular
FJ2258,left ulnar artery,左尺动脉,cardiovascular
FJ2259,left anterior ulnar recurrent artery,左尺返前动脉,cardiovascular
FJ2260,left ulnar vein,左尺静脉,cardiovascular
FJ2261,radial collateral branch of left deep brachial artery,左肱深动脉桡侧副支,cardiovascular
FJ2262,radial collateral branch of right deep brachial artery,右肱深动脉桡侧副支,cardiovascular
FJ2263,acromial branch of right thoraco-acromial artery,右胸肩峰动脉肩峰支,cardiovascular
FJ2264,right anterior circumflex humeral artery,右旋肱前动脉,cardiovascular
FJ2265,right anterior circumflex humeral vein,右旋肱前静脉,cardiovascular
FJ2266,right anterior interosseous artery,右骨间前动脉,cardiovascular
FJ2267,right inferior ulnar collateral artery,右尺侧下副动脉,cardiovascular
FJ2268,right axillary artery,右腋动脉,cardiovascular
FJ2269,right axillary vein,右腋静脉,cardiovascular
FJ2270,right basilic vein,右贵要静脉,cardiovascular
FJ2271,right brachial artery,右肱动脉,cardiovascular
FJ2272,right cephalic vein,右头静脉,cardiovascular
FJ2273,right circumflex scapular artery,右旋肩胛动脉,cardiovascular
FJ2274,right circumflex scapular vein,右旋肩胛静脉,cardiovascular
FJ2275,right common interosseous artery,右骨间总动脉,cardiovascular
FJ2276,right costocervical trunk,右肋颈干,cardiovascular
FJ2277,right deep brachial artery,右肱深动脉,cardiovascular
FJ2278,right deep cervical artery,右颈深动脉,cardiovascular
FJ2279,right deep palmar arch,右掌深弓,cardiovascular
FJ2280,dorsal venous network of right hand,右手背静脉网,cardiovascular
FJ2281,right deep palmar venous arch,右掌深静脉弓,cardiovascular
FJ2282,deltoid branch of right thoraco-acromial artery,右胸肩峰动脉三角肌支,cardiovascular
FJ2283,dorsal carpal branch of right radial artery,右桡动脉腕背支,cardiovascular
FJ2284,right dorsal scapular artery,右肩胛背动脉,cardiovascular
FJ2285,right lateral thoracic vein,右胸外侧静脉,cardiovascular
FJ2286,right median antebrachial vein,右前臂正中静脉,cardiovascular
FJ2287,right median cubital vein,右肘正中静脉,cardiovascular
FJ2288,right dorsal carpal branch of ulnar artery,右尺动脉腕背支,cardiovascular
FJ2289,right palmar metacarpal artery,右掌骨动脉,cardiovascular
FJ2290,right palmar metacarpal vein,右掌骨静脉,cardiovascular
FJ2291,right posterior circumflex humeral artery,右旋肱后动脉,cardiovascular
FJ2292,right posterior circumflex humeral artery,右旋肱后动脉,cardiovascular
FJ2293,right posterior ulnar recurrent artery,右尺返后动脉,cardiovascular
FJ2294,right radial artery,右桡动脉,cardiovascular
FJ2295,right radial recurrent artery,右桡返动脉,cardiovascular
FJ2296,right radial vein,右桡静脉,cardiovascular
FJ2297,right recurrent interosseous artery,右骨间返动脉,cardiovascular
FJ2298,right subscapular artery,右肩胛下动脉,cardiovascular
FJ2299,right subscapular vein,右肩胛下静脉,cardiovascular
FJ2300,right superficial palmar arterial arch,右掌浅弓,cardiovascular
FJ2301,right superficial palmar venous arch,右掌浅静脉弓,cardiovascular
FJ2302,right suprascapular vein,右肩胛上静脉,cardiovascular
FJ2303,right suprascapular artery,右肩胛上动脉,cardiovascular
FJ2304,trunk of right thoraco-acromial artery,右胸肩峰动脉干,cardiovascular
FJ2305,right thoracodorsal artery,右胸背动脉,cardiovascular
FJ2306,right thoracodorsal vein,右胸背静脉,cardiovascular
FJ2307,right thyrocervical trunk,右甲状颈干,cardiovascular
FJ2308,right superficial cervical artery,右颈浅动脉,cardiovascular
FJ2309,right transverse cervical artery,右颈横动脉,cardiovascular
FJ2310,right ulnar artery,右尺动脉,cardiovascular
FJ2311,right anterior ulnar recurrent artery,右尺返前动脉,cardiovascular
FJ2312,right ulnar vein,右尺静脉,cardiovascular
FJ2313,left medial brachial vein,左肱静脉内侧支,cardiovascular
FJ2314,left arteria radialis indicis,左示指桡侧动脉,cardiovascular
FJ2315,left first common palmar digital artery,左第1掌侧总指动脉,cardiovascular
FJ2316,left second common palmar digital artery,左第2掌侧总指动脉,cardiovascular
FJ2317,left third common palmar digital artery,左第3掌侧总指动脉,cardiovascular
FJ2319,proper palmar digital vein of left little finger,左小指掌侧固有静脉,cardiovascular
FJ2320,left palmar metacarpal vein,左掌骨静脉,cardiovascular
FJ2321,proper palmar digital vein of left little finger,左小指掌侧固有静脉,cardiovascular
FJ2322,tributary of superficial palmar venous arch,掌浅静脉弓属支,cardiovascular
FJ2323,left palmar metacarpal vein,左掌骨静脉,cardiovascular
FJ2324,proper palmar digital vein of left index finger,左示指掌侧固有静脉,cardiovascular
FJ2325,proper palmar digital vein of left index finger,左示指掌侧固有静脉,cardiovascular
FJ2326,proper palmar digital vein of left middle finger,左中指掌侧固有静脉,cardiovascular
FJ2327,proper palmar digital vein of left ring finger,左环指掌侧固有静脉,cardiovascular
FJ2328,proper palmar digital vein of left ring finger,左环指掌侧固有静脉,cardiovascular
FJ2329,proper palmar digital vein of left little finger,左小指掌侧固有静脉,cardiovascular
FJ2330,pectoral branch of left thoraco-acromial artery,左胸肩峰动脉胸肌支,cardiovascular
FJ2331,middle collateral branch of left deep brachial artery,左肱深动脉中副支,cardiovascular
FJ2332,left arteria radialis indicis,左示指桡侧动脉,cardiovascular
FJ2333,medial proper palmar digital artery of left index finger,左示指掌侧固有动脉内侧支,cardiovascular
FJ2334,lateral proper palmar digital artery of left middle finger,左中指掌侧固有动脉外侧支,cardiovascular
FJ2335,lateral proper palmar digital artery of left ring finger,左环指掌侧固有动脉外侧支,cardiovascular
FJ2336,lateral proper palmar digital artery of left little finger,左小指掌侧固有动脉外侧支,cardiovascular
FJ2337,left fourth common palmar digital artery,左第4掌侧总指动脉,cardiovascular
FJ2338,left arteria princeps pollicis,左拇主要动脉,cardiovascular
FJ2339,left arteria princeps pollicis,左拇主要动脉,cardiovascular
FJ2340,proper palmar digital vein of left middle finger,左中指掌侧固有静脉,cardiovascular
FJ2341,right medial brachial vein,右肱静脉内侧支,cardiovascular
FJ2342,right arteria radialis indicis,右示指桡侧动脉,cardiovascular
FJ2343,right first common palmar digital artery,右第1掌侧总指动脉,cardiovascular
FJ2344,right second common palmar digital artery,右第2掌侧总指动脉,cardiovascular
FJ2345,right third common palmar digital artery,右第3掌侧总指动脉,cardiovascular
FJ2349,proper palmar digital vein of right little finger,右小指掌侧固有静脉,cardiovascular
FJ2350,right palmar metacarpal vein,右掌骨静脉,cardiovascular
FJ2351,proper palmar digital vein of right little finger,右小指掌侧固有静脉,cardiovascular
FJ2352,tributary of superficial palmar venous arch,掌浅静脉弓属支,cardiovascular
FJ2353,right palmar metacarpal vein,右掌骨静脉,cardiovascular
FJ2354,proper palmar digital vein of right index finger,右示指掌侧固有静脉,cardiovascular
FJ2355,proper palmar digital vein of right index finger,右示指掌侧固有静脉,cardiovascular
FJ2356,proper palmar digital vein of right middle finger,右中指掌侧固有静脉,cardiovascular
FJ2357,proper palmar digital vein of right middle finger,右中指掌侧固有静脉,cardiovascular
FJ2358,proper palmar digital vein of right ring finger,右环指掌侧固有静脉,cardiovascular
FJ2359,proper palmar digital vein of right ring finger,右环指掌侧固有静脉,cardiovascular
FJ2360,proper palmar digital vein of right little finger,右小指掌侧固有静脉,cardiovascular
FJ2361,pectoral branch of right thoraco-acromial artery,右胸肩峰动脉胸肌支,cardiovascular
FJ2362,middle collateral branch of right deep brachial artery,右肱深动脉中副支,cardiovascular
FJ2363,right arteria radialis indicis,右示指桡侧动脉,cardiovascular
FJ2364,medial proper palmar digital artery of right index finger,右示指掌侧固有动脉内侧支,cardiovascular
FJ2365,lateral proper palmar digital artery of right middle finger,右中指掌侧固有动脉外侧支,cardiovascular
FJ2366,lateral proper palmar digital artery of right ring finger,右环指掌侧固有动脉外侧支,cardiovascular
FJ2367,medial proper palmar digital artery of right middle finger,右中指掌侧固有动脉内侧支,cardiovascular
FJ2368,lateral proper palmar digital artery of right little finger,右小指掌侧固有动脉外侧支,cardiovascular
FJ2369,medial proper palmar digital artery of right ring finger,右环指掌侧固有动脉内侧支,cardiovascular
FJ2370,right fourth common palmar digital artery,右第4掌侧总指动脉,cardiovascular
FJ2371,right arteria princeps pollicis,右拇主要动脉,cardiovascular
FJ2372,right arteria princeps pollicis,右拇主要动脉,cardiovascular
FJ2373,right superior ulnar collateral artery,右尺侧上副动脉,cardiovascular
FJ2374,left superior ulnar collateral artery,左尺侧上副动脉,cardiovascular
FJ2386,caudate lobe branch of right hepatic artery,肝右动脉尾状叶支,cardiovascular
FJ2394,right lobe branch of right hepatic artery,肝右动脉右叶支,cardiovascular
FJ2404,left portal vein,肝门静脉左支,cardiovascular
FJ2405,right portal vein,肝门静脉右支,cardiovascular
FJ2414,subdivision of inferior vena caval tree,下腔静脉系分支,cardiovascular
FJ2415,left hepatic vein,肝左静脉,cardiovascular
FJ2416,right hepatic vein,肝右静脉,cardiovascular
FJ2417,left anterior cusp of pulmonary valve,肺动脉瓣左前半月瓣,cardiovascular
FJ2420,anterior leaflet of mitral valve,二尖瓣前尖,cardiovascular
FJ2421,anterior leaflet of tricuspid valve,三尖瓣前尖,cardiovascular
FJ2422,cavity of left ventricle,左心室腔,cardiovascular
FJ2423,cavity of right ventricle,右心室腔,cardiovascular
FJ2424,cavity of right atrium,右心房腔,cardiovascular
FJ2425,cavity of left atrium,左心房腔,cardiovascular
FJ2426,left posterior cusp of aortic valve,主动脉瓣左后半月瓣,cardiovascular
FJ2427,posterior cusp of pulmonary valve,肺动脉瓣后半月瓣,cardiovascular
FJ2428,region of organ component,器官成分区域,cardiovascular
FJ2431,right posterior cusp of aortic valve,主动脉瓣右后半月瓣,cardiovascular
FJ2432,posterior leaflet of mitral valve,二尖瓣后尖,cardiovascular
FJ2433,posterior leaflet of tricuspid valve,三尖瓣后尖,cardiovascular
FJ2434,right anterior cusp of pulmonary valve,肺动脉瓣右前半月瓣,cardiovascular
FJ2435,anterior cusp of aortic valve,主动脉瓣前半月瓣,cardiovascular
FJ2436,septal leaflet of tricuspid valve,三尖瓣隔侧尖,cardiovascular
FJ2438,wall of left atrium,左心房壁,cardiovascular
FJ2439,wall of right atrium,右心房腔壁,cardiovascular
FJ2562,segment of arterial tree organ,动脉树段,cardiovascular
FJ2631,trunk of anterior interventricular branch of left coronary artery,左冠状动脉前室间支干,cardiovascular
FJ2632,first right anterior branch of anterior interventricular branch of left coronary artery,左冠状动脉前室间支第1右前支,cardiovascular
FJ2633,diagonal branch of anterior descending branch of left coronary artery,左冠状动脉前室间支对角支,cardiovascular
FJ2634,diagonal branch of anterior descending branch of left coronary artery,左冠状动脉前室间支对角支,cardiovascular
FJ2635,diagonal branch of anterior descending branch of left coronary artery,左冠状动脉前室间支对角支,cardiovascular
FJ2636,diagonal branch of anterior descending branch of left coronary artery,左冠状动脉前室间支对角支,cardiovascular
FJ2637,diagonal branch of anterior descending branch of left coronary artery,左冠状动脉前室间支对角支,cardiovascular
FJ2638,diagonal branch of anterior descending branch of left coronary artery,左冠状动脉前室间支对角支,cardiovascular
FJ2639,diagonal branch of anterior descending branch of left coronary artery,左冠状动脉前室间支对角支,cardiovascular
FJ2640,diagonal branch of anterior descending branch of left coronary artery,左冠状动脉前室间支对角支,cardiovascular
FJ2641,third right anterior branch of anterior interventricular branch of left coronary artery,左冠状动脉前室间支第3右前支,cardiovascular
FJ2642,diagonal branch of anterior descending branch of left coronary artery,左冠状动脉前室间支对角支,cardiovascular
FJ2643,conus branch of anterior interventricular branch of left coronary artery,左冠状动脉前室间支动脉圆锥支,cardiovascular
FJ2644,conus branch of anterior interventricular branch of left coronary artery,左冠状动脉前室间支动脉圆锥支,cardiovascular
FJ2645,first right anterior branch of anterior interventricular branch of left coronary artery,左冠状动脉前室间支第1右前支,cardiovascular
FJ2646,second right anterior branch of anterior interventricular branch of left coronary artery,左冠状动脉前室间支第2右前支,cardiovascular
FJ2647,third right anterior branch of anterior interventricular branch of left coronary artery,左冠状动脉前室间支第3右前支,cardiovascular
FJ2648,diagonal branch of anterior descending branch of left coronary artery,左冠状动脉前室间支对角支,cardiovascular
FJ2649,circumflex branch of left coronary artery,左冠状动脉旋支,cardiovascular
FJ2650,circumflex branch of left coronary artery,左冠状动脉旋支,cardiovascular
FJ2651,circumflex branch of left coronary artery,左冠状动脉旋支,cardiovascular
FJ2652,circumflex branch of left coronary artery,左冠状动脉旋支,cardiovascular
FJ2653,circumflex branch of left coronary artery,左冠状动脉旋支,cardiovascular
FJ2654,circumflex branch of left coronary artery,左冠状动脉旋支,cardiovascular
FJ2655,region of vascular tree organ,血管树区域,cardiovascular
FJ2656,region of vascular tree organ,血管树区域,cardiovascular
FJ2657,anterior interventricular vein,心大静脉(前室间沟部),cardiovascular
FJ2658,anterior interventricular vein,心大静脉(前室间沟部),cardiovascular
FJ2659,anterior interventricular vein,心大静脉(前室间沟部),cardiovascular
FJ2660,anterior interventricular vein,心大静脉(前室间沟部),cardiovascular
FJ2661,anterior interventricular vein,心大静脉(前室间沟部),cardiovascular
FJ2662,anterior interventricular vein,心大静脉(前室间沟部),cardiovascular
FJ2663,anterior interventricular vein,心大静脉(前室间沟部),cardiovascular
FJ2664,anterior interventricular vein,心大静脉(前室间沟部),cardiovascular
FJ2665,anterior interventricular vein,心大静脉(前室间沟部),cardiovascular
FJ2667,anterior ventricular branch of right coronary artery,右冠状动脉右心室前支,cardiovascular
FJ2668,anterior ventricular branch of right coronary artery,右冠状动脉右心室前支,cardiovascular
FJ2670,branch of right coronary artery,右冠状动脉分支,cardiovascular
FJ2671,first anterior ventricular branch of right coronary artery,右冠状动脉第1前室支,cardiovascular
FJ2672,anterior ventricular branch of right coronary artery,右冠状动脉右心室前支,cardiovascular
FJ2673,first anterior ventricular branch of right coronary artery,右冠状动脉第1前室支,cardiovascular
FJ2674,anterior ventricular branch of right coronary artery,右冠状动脉右心室前支,cardiovascular
FJ2675,anterior ventricular branch of right coronary artery,右冠状动脉右心室前支,cardiovascular
FJ2676,branch of right coronary artery,右冠状动脉分支,cardiovascular
FJ2677,first anterior ventricular branch of right coronary artery,右冠状动脉第1前室支,cardiovascular
FJ2678,region of vascular tree organ,血管树区域,cardiovascular
FJ2679,region of vascular tree organ,血管树区域,cardiovascular
FJ2680,region of vascular tree organ,血管树区域,cardiovascular
FJ2681,region of vascular tree organ,血管树区域,cardiovascular
FJ2682,region of vascular tree organ,血管树区域,cardiovascular
FJ2683,region of vascular tree organ,血管树区域,cardiovascular
FJ2684,region of vascular tree organ,血管树区域,cardiovascular
FJ2685,region of vascular tree organ,血管树区域,cardiovascular
FJ2686,region of vascular tree organ,血管树区域,cardiovascular
FJ2687,region of vascular tree organ,血管树区域,cardiovascular
FJ2688,region of vascular tree organ,血管树区域,cardiovascular
FJ2689,region of vascular tree organ,血管树区域,cardiovascular
FJ2690,region of vascular tree organ,血管树区域,cardiovascular
FJ2691,region of vascular tree organ,血管树区域,cardiovascular
FJ2692,posterior interventricular branch of right coronary artery,右冠状动脉后室间支,cardiovascular
FJ2693,posterior interventricular branch of right coronary artery,右冠状动脉后室间支,cardiovascular
FJ2694,posterior interventricular branch of right coronary artery,右冠状动脉后室间支,cardiovascular
FJ2695,posterior interventricular branch of right coronary artery,右冠状动脉后室间支,cardiovascular
FJ2696,posterior interventricular branch of right coronary artery,右冠状动脉后室间支,cardiovascular
FJ2697,posterior interventricular branch of right coronary artery,右冠状动脉后室间支,cardiovascular
FJ2698,posterior interventricular branch of right coronary artery,右冠状动脉后室间支,cardiovascular
FJ2699,posterior interventricular branch of right coronary artery,右冠状动脉后室间支,cardiovascular
FJ2700,posterior interventricular branch of right coronary artery,右冠状动脉后室间支,cardiovascular
FJ2701,posterior vein of left ventricle,左心室后静脉,cardiovascular
FJ2702,posterior vein of left ventricle,左心室后静脉,cardiovascular
FJ2703,left marginal vein,左缘静脉,cardiovascular
FJ2704,left marginal vein,左缘静脉,cardiovascular
FJ2705,left marginal vein,左缘静脉,cardiovascular
FJ2706,posterior vein of left ventricle,左心室后静脉,cardiovascular
FJ2707,posterior vein of left ventricle,左心室后静脉,cardiovascular
FJ2708,posterior vein of left ventricle,左心室后静脉,cardiovascular
FJ2709,posterior vein of left ventricle,左心室后静脉,cardiovascular
FJ2710,posterior vein of left ventricle,左心室后静脉,cardiovascular
FJ2711,posterior vein of left ventricle,左心室后静脉,cardiovascular
FJ2712,posterior vein of left ventricle,左心室后静脉,cardiovascular
FJ2713,posterior vein of left ventricle,左心室后静脉,cardiovascular
FJ2714,first posterior ventricular branch of right coronary artery,右冠状动脉第1后室支,cardiovascular
FJ2715,first posterior ventricular branch of right coronary artery,右冠状动脉第1后室支,cardiovascular
FJ2716,first posterior ventricular branch of right coronary artery,右冠状动脉第1后室支,cardiovascular
